age,gender,height,weight,bmi,activity_level,goal,exercise_frequency,target_calories
51,male,181.2,87.3,26.59,light,maintain,1,2446
61,male,169.0,71.9,25.17,sedentary,gain,0,2187
64,male,182.9,78.2,23.38,moderate,build_muscle,5,2967
24,female,168.2,42.0,14.85,moderate,lose,5,1598
64,male,180.4,85.8,26.36,light,lose,3,1916
28,female,153.7,80.3,33.99,moderate,maintain,4,2440
49,female,151.2,60.4,26.42,sedentary,build_muscle,1,1595
42,female,162.9,50.2,18.92,light,lose,1,1200
60,male,175.6,85.7,27.79,light,lose,2,1897
43,male,169.7,71.2,24.72,light,gain,3,2616
38,male,174.3,79.0,26.0,light,lose,3,1978
58,male,177.7,63.0,19.95,sedentary,maintain,1,1789
68,female,175.0,62.9,20.54,moderate,build_muscle,5,2324
21,female,165.3,82.8,30.3,light,maintain,3,2268
34,male,171.6,68.9,23.4,active,lose,5,2398
42,male,176.2,74.3,23.93,moderate,lose,3,2174
61,male,187.3,84.0,23.94,moderate,lose,3,2257
44,female,161.6,62.3,23.86,active,gain,4,2657
64,female,161.7,49.7,19.01,sedentary,lose,1,1200
36,female,170.0,77.6,26.85,sedentary,build_muscle,1,2065
20,female,167.8,80.9,28.73,moderate,lose,5,2188
60,male,169.9,86.9,30.1,light,lose,2,1887
67,male,176.6,82.2,26.36,sedentary,gain,0,2278
47,male,170.4,60.5,20.84,moderate,lose,4,1887
36,male,177.3,104.9,33.37,sedentary,gain,1,2778
63,female,171.0,75.8,25.92,active,build_muscle,4,2759
63,male,168.1,66.7,23.6,moderate,gain,5,2798
55,male,182.5,92.4,27.74,light,lose,3,2151
32,female,169.9,65.7,22.76,sedentary,lose,0,1269
66,female,158.3,96.0,38.31,sedentary,build_muscle,1,2009
18,male,180.6,71.3,21.86,sedentary,build_muscle,0,2340
56,male,183.1,73.9,22.04,moderate,lose,5,2217
34,female,161.3,42.7,16.41,moderate,build_muscle,4,2164
43,male,167.7,60.5,21.51,sedentary,lose,1,1363
25,male,183.9,62.5,18.48,moderate,lose,4,2260
39,female,170.0,70.7,24.46,moderate,maintain,3,2256
31,male,168.6,66.4,23.36,sedentary,maintain,1,1909
20,female,165.4,55.7,20.36,light,maintain,2,1833
41,male,166.5,59.5,21.46,light,maintain,2,1962
51,male,185.0,73.8,21.56,sedentary,gain,0,2307
30,male,177.9,72.9,23.03,active,lose,5,2662
42,male,173.7,84.1,27.87,light,gain,1,2784
67,male,179.3,103.2,32.1,light,build_muscle,3,2825
49,male,173.3,65.5,21.81,moderate,maintain,3,2398
51,male,179.2,66.6,20.74,very_active,lose,6,2681
67,female,162.6,66.2,25.04,light,gain,3,2108
44,male,181.6,78.7,23.86,light,gain,1,2759
56,male,180.6,82.8,25.39,very_active,maintain,5,3333
36,female,148.4,51.5,23.39,moderate,maintain,4,1829
67,female,160.9,48.8,18.85,active,gain,6,2236
23,female,167.5,57.1,20.35,light,lose,2,1435
39,male,168.1,66.0,23.36,moderate,build_muscle,5,2770
29,male,179.0,72.0,22.47,active,build_muscle,4,3315
43,female,166.7,42.0,15.11,sedentary,maintain,0,1268
27,female,160.2,66.3,25.83,moderate,build_muscle,3,2462
37,male,172.2,42.0,14.16,sedentary,maintain,1,1572
59,female,163.7,89.9,33.55,sedentary,build_muscle,0,2060
40,male,156.7,102.3,41.66,sedentary,lose,1,1736
19,female,150.0,56.5,25.11,sedentary,maintain,1,1512
23,female,161.9,65.3,24.91,light,maintain,1,1911
18,male,162.5,67.0,25.37,sedentary,build_muscle,0,2177
54,female,150.4,50.0,22.1,sedentary,build_muscle,1,1564
52,female,168.5,74.8,26.35,moderate,build_muscle,4,2522
28,male,174.4,66.8,21.96,sedentary,build_muscle,1,2236
42,female,165.2,64.4,23.6,active,gain,6,2816
57,male,179.1,58.5,18.24,active,lose,4,2227
51,female,172.5,68.5,23.02,sedentary,maintain,0,1636
44,female,158.2,66.2,26.45,light,build_muscle,2,1997
58,female,170.0,77.0,26.64,sedentary,lose,0,1238
43,female,158.4,72.1,28.74,light,lose,2,1503
60,female,165.6,67.4,24.58,sedentary,gain,1,1872
21,female,150.1,77.1,34.22,active,lose,5,2209
43,male,187.0,68.4,19.56,light,build_muscle,1,2551
38,male,181.6,57.2,17.34,sedentary,build_muscle,1,2174
47,male,172.9,74.5,24.92,sedentary,build_muscle,0,2159
18,male,173.1,69.3,23.13,light,build_muscle,3,2695
26,female,154.4,65.8,27.6,very_active,lose,5,2259
37,female,165.7,62.7,22.84,very_active,build_muscle,6,2973
27,male,180.4,67.8,20.83,sedentary,build_muscle,1,2278
46,male,201.7,78.8,19.37,sedentary,maintain,0,2214
47,male,175.5,60.7,19.71,light,build_muscle,1,2332
49,male,176.4,89.6,28.79,active,lose,4,2695
51,female,169.6,58.2,20.23,moderate,lose,4,1602
32,female,152.6,64.1,27.53,sedentary,build_muscle,0,1708
50,male,181.3,93.6,28.48,light,lose,1,2059
49,male,172.2,79.8,26.91,moderate,maintain,5,2663
47,male,173.2,76.6,25.53,active,maintain,5,2904
41,male,174.3,77.2,25.41,sedentary,gain,0,2310
32,male,171.1,67.6,23.09,sedentary,build_muscle,1,2225
24,female,163.6,58.7,21.93,sedentary,lose,0,1200
54,male,182.7,88.9,26.63,very_active,gain,5,3840
33,female,159.9,49.4,19.32,light,maintain,1,1661
26,male,177.7,73.7,23.34,light,lose,3,2015
64,female,158.3,49.2,19.63,light,lose,1,1200
56,female,157.0,78.3,31.77,light,maintain,3,1952
66,female,166.3,77.5,28.02,light,lose,1,1377
52,male,169.5,83.5,29.06,sedentary,gain,0,2365
42,female,164.6,68.3,25.21,sedentary,maintain,1,1555
57,female,156.2,60.8,24.92,sedentary,maintain,1,1345
26,male,175.5,68.7,22.31,light,gain,3,2777
61,female,156.0,61.3,25.19,sedentary,maintain,0,1310
60,male,185.1,85.7,25.01,very_active,lose,7,3041
61,female,161.1,63.8,24.58,moderate,lose,5,1578
35,female,173.4,62.8,20.89,light,maintain,1,2008
40,male,181.1,60.1,18.32,sedentary,lose,0,1372
68,female,152.5,45.9,19.74,active,lose,6,1376
39,male,170.9,81.7,27.97,moderate,build_muscle,3,2951
29,female,161.7,71.7,27.42,sedentary,maintain,1,1724
62,male,177.7,91.7,29.04,moderate,lose,3,2378
53,male,161.4,72.9,27.98,sedentary,maintain,1,1776
53,female,158.7,76.5,30.37,moderate,gain,4,2564
37,male,170.9,71.4,24.45,moderate,maintain,5,2646
25,male,185.3,66.9,19.48,sedentary,lose,1,1609
23,male,172.9,80.7,27.0,light,lose,2,2044
38,male,178.5,68.3,21.44,sedentary,lose,0,1503
33,male,167.7,80.3,28.55,light,lose,3,1944
27,female,159.7,48.1,18.86,sedentary,build_muscle,0,1702
42,female,164.4,43.0,15.91,sedentary,maintain,1,1282
56,male,175.5,69.1,22.43,light,lose,1,1669
43,female,171.4,66.1,22.5,light,build_muscle,2,2201
21,female,176.4,56.9,18.29,moderate,maintain,4,2291
26,male,174.4,64.2,21.11,light,gain,3,2666
52,female,155.3,49.8,20.65,light,lose,2,1200
29,female,149.9,53.6,23.85,moderate,lose,3,1463
39,female,179.1,67.1,20.92,sedentary,lose,0,1282
55,male,168.7,70.3,24.7,very_active,lose,5,2531
38,female,163.7,63.5,23.7,light,lose,1,1358
61,male,169.7,84.9,29.48,active,maintain,5,2969
55,female,154.9,51.0,21.26,sedentary,build_muscle,0,1434
64,female,170.0,78.0,26.99,sedentary,lose,1,1203
41,male,171.4,106.9,36.39,sedentary,lose,0,1862
65,male,162.0,92.5,35.25,sedentary,maintain,0,1991
57,female,168.7,68.9,24.21,sedentary,lose,0,1200
63,male,180.7,64.7,19.81,light,gain,2,2426
60,male,162.5,82.2,31.13,active,maintain,5,2830
48,female,181.8,67.2,20.33,moderate,lose,3,1852
50,male,182.4,52.7,15.84,moderate,lose,5,1876
21,female,159.2,56.4,22.25,light,lose,2,1391
22,male,170.6,78.4,26.94,light,gain,1,2830
19,male,170.8,72.3,24.78,moderate,maintain,5,2830
65,male,171.8,80.2,27.17,sedentary,maintain,1,1876
33,female,155.2,57.2,23.75,active,lose,5,1816
68,male,161.0,63.1,24.34,sedentary,maintain,1,1596
65,female,166.6,62.5,22.52,sedentary,lose,0,1200
54,male,168.1,98.6,34.89,moderate,build_muscle,4,3093
46,male,167.7,55.9,19.88,moderate,lose,5,1826
46,male,178.4,77.9,24.48,sedentary,build_muscle,1,2293
31,male,158.4,48.4,19.29,light,maintain,3,1930
26,male,184.7,95.2,27.91,moderate,lose,4,2712
53,male,184.5,77.4,22.74,sedentary,gain,1,2395
51,female,149.0,62.5,28.15,light,gain,3,2019
60,female,152.1,56.0,24.21,moderate,lose,3,1280
30,male,198.0,79.9,20.38,sedentary,lose,0,1847
25,female,150.4,53.2,23.52,active,build_muscle,6,2514
19,male,178.1,57.7,18.19,sedentary,build_muscle,1,2197
48,male,173.0,71.6,23.92,light,lose,1,1802
54,male,168.2,83.4,29.48,sedentary,maintain,0,1931
21,female,160.8,51.1,19.76,sedentary,lose,1,1200
47,female,163.1,57.0,21.43,sedentary,gain,0,1808
26,male,181.2,79.3,24.15,moderate,lose,3,2440
60,female,162.6,49.5,18.72,light,lose,3,1200
54,female,158.1,66.8,26.72,sedentary,lose,0,1200
59,female,172.1,49.0,16.54,moderate,lose,4,1417
68,male,179.1,63.8,19.89,light,build_muscle,1,2228
26,female,166.4,70.3,25.39,sedentary,build_muscle,0,1982
64,female,156.6,48.8,19.9,active,gain,4,2233
63,male,170.6,60.8,20.89,sedentary,gain,1,2049
47,male,163.6,83.7,31.27,light,lose,2,1880
42,female,157.4,86.4,34.87,sedentary,lose,0,1368
27,male,167.0,105.9,37.97,light,lose,1,2293
32,female,157.7,59.9,24.09,sedentary,maintain,1,1534
45,female,145.3,64.5,30.55,sedentary,lose,1,1200
39,male,167.6,105.1,37.42,sedentary,build_muscle,0,2550
20,female,173.8,63.0,20.86,moderate,build_muscle,4,2664
54,female,171.6,54.9,18.64,light,build_muscle,2,1933
41,female,158.3,58.4,23.31,active,lose,4,1839
34,male,175.4,76.2,24.77,sedentary,lose,0,1594
31,male,166.8,104.2,37.45,moderate,maintain,3,3116
43,female,160.3,89.0,34.64,light,maintain,1,2079
46,female,160.7,74.5,28.85,active,lose,5,2098
47,male,184.2,83.8,24.7,light,lose,1,1979
21,male,177.4,80.1,25.45,very_active,build_muscle,6,3872
30,female,164.4,56.5,20.9,moderate,lose,5,1682
46,female,165.6,52.6,19.18,light,lose,1,1210
39,male,179.8,94.4,29.2,active,lose,5,2999
34,female,173.6,75.2,24.95,light,lose,2,1628
51,male,176.3,83.1,26.74,active,lose,4,2628
24,female,162.1,59.3,22.57,moderate,gain,3,2538
46,male,165.9,65.8,23.91,sedentary,lose,0,1314
52,male,169.8,77.9,27.02,active,maintain,6,2900
54,female,168.3,63.2,22.31,very_active,lose,5,2152
55,male,178.9,68.8,21.5,active,build_muscle,5,3138
58,female,163.4,67.0,25.09,light,maintain,1,1754
24,female,156.7,53.9,21.95,sedentary,lose,1,1200
49,male,169.8,77.3,26.81,sedentary,lose,1,1476
55,female,164.9,58.1,21.37,moderate,build_muscle,3,2170
28,female,173.1,48.7,16.25,very_active,lose,5,2093
24,male,178.0,79.7,25.15,sedentary,gain,0,2510
24,female,171.8,43.8,14.84,light,build_muscle,1,1982
27,female,173.6,66.7,22.13,light,lose,3,1648
60,female,150.2,62.0,27.48,active,build_muscle,5,2342
28,male,171.8,76.7,25.99,active,lose,6,2664
54,male,197.3,72.3,18.57,light,build_muscle,3,2710
52,female,174.3,74.9,24.65,light,lose,1,1545
42,male,169.8,71.7,24.87,light,gain,3,2636
61,female,165.1,66.6,24.43,sedentary,gain,0,1803
64,female,163.1,48.5,18.23,very_active,build_muscle,6,2399
55,male,173.8,63.4,20.99,light,gain,3,2493
25,female,161.7,65.6,25.09,active,maintain,4,2469
39,male,176.9,73.9,23.62,moderate,maintain,5,2707
29,female,162.4,66.2,25.1,moderate,maintain,5,2290
52,female,172.4,63.1,21.23,moderate,lose,4,1713
27,female,164.0,63.7,23.68,moderate,lose,3,1816
58,male,191.7,62.5,17.01,sedentary,maintain,0,1870
52,female,154.2,73.0,30.7,sedentary,lose,1,1200
27,female,167.1,81.4,29.15,light,maintain,2,2215
57,male,177.7,71.1,22.52,sedentary,build_muscle,0,2050
40,male,169.0,55.7,19.5,moderate,lose,3,1766
24,female,163.9,75.4,28.07,light,lose,1,1654
38,female,162.8,58.4,22.03,light,build_muscle,1,1999
41,male,181.4,70.2,21.33,light,lose,1,1807
30,male,170.3,72.6,25.03,moderate,maintain,3,2629
66,female,162.1,42.0,15.98,active,lose,6,1404
52,male,180.4,48.6,14.93,sedentary,maintain,0,1611
35,male,181.6,81.0,24.56,light,build_muscle,1,2752
58,female,154.7,56.8,23.73,light,gain,3,1965
62,male,183.9,74.0,21.88,moderate,maintain,5,2609
38,male,180.7,70.6,21.62,light,gain,1,2677
57,male,183.2,89.2,26.58,sedentary,build_muscle,1,2420
62,female,162.8,68.2,25.73,light,maintain,3,1799
32,male,180.9,62.0,18.95,moderate,build_muscle,3,2805
24,male,178.9,66.0,20.62,light,lose,2,1904
21,male,187.5,78.9,22.44,moderate,build_muscle,4,3229
21,male,174.0,72.6,23.98,light,build_muscle,3,2744
45,female,160.8,63.1,24.4,moderate,lose,3,1627
45,female,148.3,71.5,32.51,light,maintain,1,1731
68,female,174.4,57.5,18.9,very_active,lose,7,2009
33,male,174.2,83.8,27.62,moderate,build_muscle,3,3067
67,male,165.2,85.9,31.48,sedentary,lose,1,1433
18,male,171.5,69.4,23.6,sedentary,lose,0,1518
36,male,181.7,96.0,29.08,light,build_muscle,2,2947
26,female,155.6,64.3,26.56,light,lose,1,1358
63,female,166.1,62.5,22.65,active,build_muscle,5,2431
21,female,161.2,86.8,33.4,light,lose,3,1871
48,female,157.7,42.0,16.89,sedentary,build_muscle,0,1392
46,female,156.2,84.3,34.55,active,lose,4,2122
68,female,162.7,69.6,26.29,active,lose,6,1867
51,male,179.1,75.8,23.63,active,lose,5,2589
62,female,157.1,57.3,23.22,moderate,lose,5,1367
41,male,187.9,107.4,30.42,sedentary,lose,0,1999
34,female,155.4,77.0,31.89,very_active,lose,7,2500
36,female,161.2,57.2,22.01,sedentary,lose,0,1200
26,male,180.4,73.4,22.55,moderate,maintain,5,2824
61,female,155.5,79.6,32.92,very_active,maintain,6,2663
33,male,170.1,59.9,20.7,moderate,lose,3,2052
61,female,165.7,65.1,23.71,light,gain,3,2145
22,male,169.8,68.0,23.58,sedentary,lose,1,1543
56,female,158.5,93.5,37.22,light,maintain,1,2073
57,female,167.9,56.9,20.18,sedentary,lose,0,1200
50,male,163.6,99.9,37.32,light,maintain,3,2578
45,male,173.2,82.6,27.53,light,build_muscle,2,2639
52,male,184.4,90.4,26.59,light,maintain,2,2510
18,male,168.7,61.3,21.54,active,gain,5,3257
52,male,186.7,61.2,17.56,moderate,build_muscle,5,2798
57,female,156.3,58.2,23.82,moderate,maintain,3,1875
37,male,167.0,87.3,31.3,moderate,lose,4,2381
35,male,182.5,59.4,17.83,light,lose,1,1803
63,female,147.3,62.9,28.99,active,build_muscle,6,2340
55,male,166.8,80.9,29.08,sedentary,gain,0,2348
19,female,159.9,47.2,18.46,active,maintain,4,2277
63,male,160.0,62.1,24.26,sedentary,lose,0,1200
19,male,176.5,90.6,29.08,light,lose,1,2240
50,male,181.9,61.3,18.53,active,build_muscle,6,3022
53,male,176.9,85.4,27.29,light,gain,2,2772
64,male,176.9,92.4,29.53,active,maintain,6,3212
68,male,172.3,62.5,21.05,moderate,build_muscle,5,2548
30,male,172.7,88.2,29.57,very_active,lose,7,3248
64,male,173.9,76.3,25.23,active,maintain,4,2781
41,male,178.7,66.4,20.79,light,gain,2,2581
62,male,177.2,89.3,28.44,active,lose,5,2660
22,male,187.5,77.5,22.04,active,lose,4,2853
36,male,163.9,90.2,33.58,light,lose,3,2064
67,female,161.5,60.8,23.31,moderate,lose,5,1466
36,male,167.5,64.1,22.85,moderate,maintain,4,2474
42,male,165.0,61.8,22.7,light,maintain,3,2021
48,male,170.2,56.6,19.54,moderate,gain,3,2607
19,female,156.5,73.7,30.09,sedentary,maintain,0,1683
62,male,168.8,70.4,24.71,active,lose,6,2258
47,female,168.8,50.4,17.69,moderate,build_muscle,3,2136
53,male,180.6,89.5,27.44,very_active,maintain,5,3479
68,male,169.0,78.9,27.63,light,build_muscle,2,2368
60,male,176.6,75.8,24.3,light,lose,1,1699
52,male,168.9,54.2,19.0,moderate,lose,5,1798
45,male,168.1,75.2,26.61,moderate,maintain,5,2649
46,male,187.8,82.7,23.45,very_active,build_muscle,7,3866
24,male,169.7,81.3,28.23,light,maintain,1,2424
45,female,163.7,57.4,21.42,active,lose,5,1814
64,male,176.0,93.5,30.18,sedentary,gain,1,2464
35,female,170.4,59.3,20.42,sedentary,lose,1,1213
64,female,162.6,69.7,26.36,sedentary,maintain,0,1460
62,male,175.3,90.2,29.35,sedentary,build_muscle,0,2218
18,female,173.4,59.2,19.69,light,maintain,3,2065
23,male,181.7,84.4,25.56,sedentary,lose,1,1841
38,male,173.5,78.1,25.94,active,gain,4,3402
21,female,164.6,57.6,21.26,sedentary,maintain,1,1598
48,male,169.3,75.2,26.24,very_active,lose,7,2842
53,female,160.4,46.5,18.07,sedentary,maintain,1,1247
44,male,181.3,66.2,20.14,light,maintain,1,2247
64,female,171.3,71.1,24.23,moderate,build_muscle,4,2415
31,male,182.6,93.0,27.89,sedentary,lose,0,1823
40,male,177.8,57.0,18.03,light,gain,1,2400
46,female,164.2,62.3,23.11,active,lose,4,1920
51,female,175.9,71.1,22.98,very_active,maintain,7,2874
63,male,178.3,103.4,32.53,active,maintain,6,3380
29,female,160.9,70.2,27.12,active,gain,6,3007
52,male,174.7,87.2,28.57,light,maintain,2,2429
43,male,168.9,89.9,31.51,light,lose,2,2043
56,male,184.7,105.9,31.04,active,lose,4,3051
58,female,159.5,46.1,18.12,moderate,maintain,3,1677
47,male,178.0,81.6,25.75,sedentary,build_muscle,0,2206
39,male,180.3,56.9,17.5,light,lose,3,1719
43,male,171.4,73.4,24.98,sedentary,build_muscle,1,2166
61,male,176.1,76.4,24.64,sedentary,lose,1,1512
21,female,155.9,84.8,34.89,moderate,gain,3,2872
38,male,180.3,81.8,25.16,moderate,lose,4,2468
46,female,160.9,52.8,20.39,sedentary,lose,1,1200
66,male,171.1,79.0,26.99,sedentary,maintain,0,1891
59,female,158.4,70.8,28.22,moderate,lose,3,1585
36,female,172.4,58.9,19.82,very_active,gain,5,3065
18,male,192.3,74.8,20.23,sedentary,lose,0,1806
22,female,168.3,67.1,23.69,moderate,lose,3,1937
52,male,175.6,62.1,20.14,sedentary,lose,1,1387
20,male,174.0,79.8,26.36,sedentary,build_muscle,0,2377
53,female,157.5,75.9,30.6,moderate,maintain,3,2163
48,male,163.7,75.9,28.32,sedentary,build_muscle,0,2083
37,female,155.3,42.0,17.41,light,lose,1,1200
49,female,151.6,67.8,29.5,active,lose,4,1804
22,male,187.1,42.0,12.0,light,lose,2,1665
36,male,183.8,86.0,25.46,sedentary,lose,0,1726
32,male,167.1,78.7,28.19,active,lose,6,2623
54,male,192.5,82.8,22.34,light,gain,2,2850
50,female,173.0,63.0,21.05,active,lose,5,1974
46,female,163.7,68.8,25.67,active,lose,6,1989
39,female,179.4,64.0,19.89,moderate,build_muscle,4,2452
54,female,164.9,59.4,21.84,moderate,maintain,4,1977
33,male,183.4,55.5,16.5,sedentary,lose,0,1430
41,female,160.3,68.6,26.7,light,build_muscle,1,2096
25,female,159.6,71.5,28.07,sedentary,gain,0,2079
30,male,157.7,89.6,36.03,sedentary,gain,0,2503
51,male,183.2,62.5,18.62,sedentary,lose,0,1356
24,female,164.2,50.1,18.58,sedentary,lose,0,1200
62,female,148.7,69.6,31.48,moderate,lose,5,1511
63,male,199.8,88.6,22.19,light,lose,3,2169
22,male,163.7,63.9,23.85,active,maintain,6,2886
29,female,164.9,54.7,20.12,very_active,lose,5,2078
28,male,154.1,73.4,30.91,sedentary,lose,0,1385
52,female,174.1,81.1,26.76,very_active,lose,5,2547
49,female,164.1,79.0,29.34,moderate,build_muscle,5,2606
22,male,158.5,91.3,36.34,light,maintain,1,2492
26,male,164.6,84.6,31.23,sedentary,build_muscle,0,2355
26,male,181.9,86.2,26.05,light,build_muscle,3,2950
20,male,171.8,93.6,31.71,light,maintain,1,2633
34,female,162.6,63.5,24.02,very_active,lose,7,2310
47,female,158.1,52.3,20.92,moderate,maintain,3,1842
67,male,177.6,77.2,24.48,sedentary,maintain,1,1871
48,male,162.6,68.2,25.8,sedentary,build_muscle,0,2073
68,male,181.9,77.8,23.51,very_active,maintain,6,3243
27,male,179.2,54.7,17.03,sedentary,lose,1,1404
50,male,183.7,80.6,23.88,active,build_muscle,5,3415
66,female,150.2,65.3,28.94,sedentary,lose,0,1200
54,male,168.0,75.0,26.57,light,lose,2,1742
59,female,151.0,90.8,39.82,light,lose,2,1560
63,male,177.3,89.3,28.41,sedentary,maintain,1,2076
42,male,180.5,93.8,28.79,sedentary,lose,0,1838
31,female,165.3,47.1,17.24,active,gain,6,2581
24,male,173.6,65.1,21.6,moderate,build_muscle,5,2876
56,female,172.2,58.3,19.66,moderate,build_muscle,3,2207
60,male,166.1,60.1,21.78,light,lose,2,1437
26,male,172.2,43.3,14.6,light,maintain,1,1978
52,female,156.3,63.7,26.07,active,build_muscle,4,2474
22,male,189.4,87.7,24.45,active,maintain,5,3645
41,female,166.4,75.5,27.27,light,gain,3,2374
49,female,159.3,73.6,29.0,moderate,build_muscle,4,2430
30,female,146.5,57.8,26.93,light,maintain,2,1716
42,female,171.5,56.8,19.31,light,build_muscle,1,1961
23,male,183.3,80.7,24.02,sedentary,gain,0,2587
57,female,168.2,58.3,20.61,sedentary,lose,1,1200
54,female,159.5,56.1,22.05,light,lose,1,1200
47,male,180.4,68.4,21.02,sedentary,gain,0,2244
21,female,169.9,90.3,31.28,moderate,maintain,3,2737
44,male,178.8,65.9,20.61,light,lose,3,1816
32,female,155.8,56.3,23.19,sedentary,build_muscle,0,1676
52,male,168.1,59.3,20.99,light,maintain,2,1996
23,male,173.9,64.9,21.46,sedentary,build_muscle,1,2269
28,female,166.3,82.6,29.87,moderate,gain,3,2810
34,female,169.2,61.2,21.38,active,maintain,4,2501
30,female,160.4,57.9,22.5,moderate,build_muscle,3,2311
65,female,156.3,66.3,27.14,light,maintain,3,1669
43,female,160.0,52.8,20.62,sedentary,lose,1,1200
66,male,169.9,67.6,23.42,sedentary,maintain,0,1672
41,male,171.6,90.0,30.56,very_active,lose,5,3040
22,male,177.2,71.9,22.9,moderate,build_muscle,3,3052
19,female,159.0,58.2,23.02,moderate,gain,3,2504
49,male,166.2,104.4,37.8,sedentary,lose,1,1793
63,female,169.9,78.7,27.26,sedentary,gain,0,1953
68,female,158.5,63.1,25.12,light,maintain,3,1664
33,male,178.7,82.0,25.68,moderate,build_muscle,3,3102
18,male,171.1,70.1,23.95,moderate,build_muscle,3,3034
32,female,168.1,71.4,25.27,sedentary,lose,0,1267
53,male,176.7,79.9,25.59,sedentary,maintain,0,1970
30,male,173.3,80.0,26.64,light,lose,1,1934
53,male,188.3,67.9,19.15,sedentary,lose,1,1456
63,female,163.7,49.4,18.43,light,maintain,1,1440
27,male,188.0,84.6,23.94,sedentary,gain,0,2709
28,male,184.3,68.5,20.17,moderate,gain,4,3127
63,male,180.6,92.0,28.21,moderate,lose,5,2322
43,female,167.2,65.5,23.43,active,build_muscle,5,2721
33,female,172.9,70.8,23.68,moderate,build_muscle,3,2579
59,male,178.0,78.9,24.9,light,gain,2,2656
60,female,166.1,54.4,19.72,active,gain,6,2557
27,female,173.2,64.4,21.47,sedentary,lose,1,1279
60,female,155.9,51.5,21.19,moderate,gain,4,2111
38,male,174.3,53.2,17.51,sedentary,lose,0,1299
41,male,158.1,106.6,42.65,light,lose,3,2254
39,female,161.8,63.9,24.41,active,lose,6,1921
46,female,177.2,53.1,16.91,sedentary,maintain,0,1487
19,male,175.8,89.9,29.09,sedentary,lose,1,1921
27,male,183.3,65.1,19.38,moderate,gain,4,3151
47,female,153.1,59.8,25.51,light,maintain,3,1685
49,female,163.4,69.2,25.92,moderate,build_muscle,3,2365
46,male,169.1,60.1,21.02,sedentary,build_muscle,1,1983
58,male,169.3,104.4,36.42,moderate,build_muscle,5,3209
30,female,165.3,66.2,24.23,moderate,lose,3,1842
29,female,164.6,63.6,23.47,sedentary,maintain,1,1685
67,male,167.5,95.2,33.93,light,lose,3,1874
18,female,167.3,62.9,22.47,light,maintain,2,2026
37,female,151.6,57.8,25.15,light,lose,2,1200
44,male,166.0,81.2,29.47,light,gain,1,2601
39,female,170.0,65.3,22.6,light,gain,2,2304
35,female,171.9,49.0,16.58,very_active,maintain,5,2490
26,female,156.8,58.5,23.79,light,lose,2,1325
41,male,168.9,71.5,25.06,sedentary,maintain,0,1902
37,female,163.3,67.4,25.27,light,lose,3,1477
57,female,156.8,43.5,17.69,light,maintain,2,1452
66,female,161.9,86.6,33.04,active,gain,5,2902
57,female,151.1,73.3,32.11,moderate,lose,5,1665
63,male,181.8,72.6,21.97,moderate,lose,5,2184
19,female,153.2,46.7,19.9,moderate,maintain,3,1908
21,male,168.1,67.5,23.89,sedentary,gain,0,2353
24,female,162.2,63.0,23.95,sedentary,build_muscle,1,1937
21,male,174.6,70.0,22.96,light,lose,2,1924
30,female,176.0,59.0,19.05,light,lose,3,1605
67,male,180.2,82.9,25.53,sedentary,lose,1,1555
27,male,169.6,74.5,25.9,sedentary,lose,1,1570
26,male,177.0,67.4,21.51,active,lose,5,2609
30,female,156.5,58.2,23.76,moderate,maintain,3,2069
23,female,171.5,56.0,19.04,active,lose,5,2042
43,female,161.5,59.5,22.81,sedentary,maintain,1,1519
31,male,174.5,83.9,27.55,active,lose,6,2829
30,male,173.9,72.0,23.81,light,lose,1,1897
37,male,177.0,90.1,28.76,moderate,maintain,5,2984
20,male,165.6,49.5,18.05,active,lose,6,2211
54,male,181.0,66.2,20.21,moderate,lose,5,2137
46,female,168.5,66.1,23.28,light,build_muscle,2,2131
38,male,181.4,79.4,24.13,moderate,build_muscle,3,3090
45,female,174.0,57.6,19.02,moderate,gain,3,2449
30,male,193.1,106.9,28.67,moderate,lose,3,2989
31,male,176.7,76.5,24.5,sedentary,lose,1,1653
46,female,172.8,70.0,23.44,moderate,maintain,4,2250
45,female,172.6,70.9,23.8,moderate,gain,4,2694
65,male,182.1,79.7,24.03,light,lose,1,1854
49,female,156.9,64.3,26.12,light,build_muscle,1,1967
26,male,167.4,72.4,25.84,active,gain,6,3421
23,male,158.9,68.6,27.17,sedentary,gain,1,2274
41,male,189.7,84.6,23.51,moderate,build_muscle,4,3206
48,male,167.5,63.5,22.63,light,lose,1,1533
34,male,183.2,79.8,23.78,light,maintain,2,2545
39,male,185.9,45.9,13.28,sedentary,lose,0,1264
42,female,156.2,71.4,29.26,moderate,build_muscle,5,2464
33,female,146.1,54.6,25.58,moderate,lose,3,1384
26,male,195.2,94.3,24.75,sedentary,maintain,0,2448
65,female,169.4,50.7,17.67,active,build_muscle,5,2253
49,male,175.4,79.4,25.81,moderate,lose,3,2185
62,female,170.5,53.9,18.54,moderate,build_muscle,3,2149
24,female,164.8,68.4,25.18,light,lose,2,1590
28,male,186.2,101.4,29.25,sedentary,lose,0,2011
61,female,157.5,81.1,32.69,moderate,maintain,3,2214
62,male,168.9,67.7,23.73,very_active,lose,6,2467
37,male,166.3,75.8,27.41,light,maintain,2,2333
18,male,176.7,87.4,27.99,light,maintain,2,2636
57,male,176.7,64.8,20.75,moderate,maintain,4,2368
45,female,152.4,58.0,24.97,active,maintain,5,2135
